	AT	Balt	BE	DE	DK	Es	Fr	NL	No	Se	Uk
t5493	0.38	0.41	0.43	0.47	0.50	0.52	0.48	0.51	0.58	0.60	0.63
t5494	0.64	0.65	0.69	0.71	0.71	0.71	0.70	0.59	0.61	0.63	0.62
t5495	0.60	0.60	0.60	0.60	0.60	0.58	0.57	0.57	0.45	0.46	0.48
t5496	0.51	0.53	0.53	0.52	0.51	0.50	0.48	0.46	0.45	0.40	0.39
t5497	0.37	0.37	0.38	0.38	0.39	0.38	0.36	0.36	0.35	0.38	0.27
t5498	0.29	0.32	0.31	0.35	0.36	0.34	0.33	0.32	0.29	0.25	0.22
t5499	0.19	0.19	0.11	0.13	0.15	0.16	0.18	0.19	0.19	0.19	0.18
t5500	0.18	0.15	0.14	0.14	0.13	0.09	0.07	0.05	0.04	0.04	0.05
t5501	0.07	0.07	0.06	0.06	0.06	0.07	0.07	0.09	0.12	0.17	0.22
t5502	0.24	0.27	0.32	0.31	0.26	0.24	0.19	0.14	0.12	0.11	0.12
t5503	0.14	0.16	0.20	0.26	0.35	0.35	0.37	0.41	0.47	0.52	0.59
t5504	0.66	0.71	0.75	0.76	0.77	0.77	0.75	0.73	0.72	0.70	0.69
t5505	0.68	0.69	0.71	0.74	0.74	0.71	0.54	0.40	0.24	0.10	0.05
t5506	0.03	0.02	0.02	0.02	0.03	0.04	0.06	0.08	0.14	0.23	0.34
t5507	0.42	0.50	0.61	0.70	0.74	0.78	0.80	0.79	0.74	0.65	0.56
t5508	0.48	0.40	0.35	0.31	0.26	0.24	0.21	0.24	0.26	0.26	0.24
t5509	0.21	0.27	0.35	0.39	0.43	0.47	0.50	0.50	0.51	0.52	0.57
t5510	0.58	0.60	0.61	0.63	0.65	0.66	0.66	0.66	0.68	0.69	0.70
t5511	0.65	0.65	0.60	0.65	0.63	0.57	0.53	0.51	0.49	0.46	0.40
t5512	0.33	0.25	0.19	0.18	0.15	0.15	0.14	0.13	0.14	0.19	0.25
t5513	0.30	0.34	0.39	0.42	0.50	0.56	0.52	0.53	0.56	0.60	0.63
t5514	0.65	0.68	0.69	0.69	0.72	0.73	0.75	0.75	0.76	0.76	0.75
t5515	0.73	0.69	0.66	0.62	0.52	0.43	0.32	0.23	0.16	0.12	0.10
t5516	0.11	0.12	0.15	0.16	0.17	0.17	0.16	0.14	0.13	0.12	0.11
t5517	0.10	0.11	0.11	0.11	0.09	0.08	0.04	0.03	0.06	0.07	0.06
t5518	0.05	0.05	0.06	0.06	0.06	0.06	0.05	0.05	0.04	0.03	0.02
t5519	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.02	0.04	0.03	0.03
t5520	0.04	0.04	0.06	0.11	0.16	0.19	0.21	0.23	0.25	0.28	0.27
t5521	0.29	0.33	0.36	0.38	0.38	0.39	0.40	0.42	0.42	0.41	0.45
t5522	0.37	0.31	0.31	0.32	0.37	0.42	0.47	0.48	0.50	0.51	0.47
t5523	0.48	0.48	0.51	0.52	0.54	0.56	0.57	0.57	0.56	0.56	0.56
t5524	0.57	0.46	0.42	0.39	0.35	0.36	0.43	0.46	0.49	0.51	0.50
t5525	0.47	0.45	0.43	0.43	0.42	0.39	0.39	0.39	0.37	0.35	0.35
t5526	0.35	0.35	0.32	0.29	0.39	0.32	0.26	0.19	0.16	0.16	0.18
t5527	0.18	0.17	0.16	0.14	0.11	0.09	0.08	0.07	0.07	0.07	0.07
t5528	0.06	0.06	0.05	0.05	0.04	0.02	0.02	0.01	0.01	0.01	0.01
t5529	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.02	0.02	0.03	0.04
t5530	0.05	0.06	0.07	0.10	0.11	0.10	0.09	0.08	0.06	0.06	0.06
t5531	0.07	0.07	0.07	0.08	0.08	0.08	0.07	0.06	0.07	0.07	0.08
t5532	0.08	0.11	0.11	0.11	0.11	0.12	0.14	0.14	0.13	0.10	0.11
t5533	0.12	0.14	0.17	0.19	0.23	0.25	0.26	0.31	0.35	0.39	0.45
t5534	0.45	0.47	0.50	0.51	0.53	0.55	0.58	0.59	0.60	0.59	0.59
t5535	0.43	0.51	0.62	0.64	0.62	0.64	0.66	0.67	0.69	0.70	0.70
t5536	0.70	0.65	0.62	0.60	0.61	0.66	0.71	0.76	0.80	0.83	0.85
t5537	0.87	0.88	0.85	0.85	0.87	0.87	0.86	0.83	0.79	0.76	0.70
t5538	0.63	0.56	0.48	0.39	0.35	0.30	0.29	0.29	0.28	0.29	0.31
t5539	0.30	0.29	0.26	0.22	0.24	0.29	0.26	0.22	0.18	0.14	0.12
t5540	0.12	0.15	0.16	0.17	0.17	0.16	0.16	0.17	0.18	0.19	0.24
t5541	0.28	0.31	0.34	0.38	0.40	0.43	0.40	0.47	0.52	0.43	0.39
t5542	0.38	0.40	0.43	0.43	0.47	0.52	0.55	0.51	0.55	0.58	0.57
t5543	0.59	0.61	0.66	0.68	0.67	0.69	0.71	0.71	0.58	0.51	0.49
t5544	0.42	0.33	0.28	0.23	0.17	0.12	0.10	0.08	0.09	0.10	0.15
t5545	0.23	0.37	0.51	0.63	0.68	0.61	0.55	0.53	0.44	0.42	0.42
t5546	0.38	0.37	0.43	0.48	0.45	0.41	0.40	0.35	0.33	0.36	0.35
t5547	0.29	0.26	0.25	0.19	0.15	0.14	0.14	0.13	0.13	0.15	0.18
t5548	0.17	0.16	0.12	0.10	0.10	0.10	0.09	0.10	0.09	0.08	0.06
t5549	0.05	0.03	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02
t5550	0.02	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02
t5551	0.03	0.03	0.03	0.04	0.06	0.06	0.06	0.06	0.06	0.06	0.06
t5552	0.05	0.06	0.07	0.08	0.08	0.07	0.05	0.05	0.06	0.06	0.07
t5553	0.10	0.12	0.13	0.15	0.16	0.17	0.19	0.17	0.16	0.16	0.17
t5554	0.19	0.19	0.19	0.20	0.21	0.21	0.22	0.21	0.18	0.17	0.15
t5555	0.14	0.14	0.15	0.17	0.18	0.18	0.19	0.22	0.25	0.26	0.28
t5556	0.28	0.28	0.29	0.31	0.32	0.34	0.37	0.40	0.43	0.36	0.36
t5557	0.42	0.42	0.42	0.43	0.44	0.45	0.47	0.49	0.51	0.52	0.51
t5558	0.51	0.50	0.49	0.48	0.49	0.52	0.55	0.58	0.61	0.65	0.70
t5559	0.73	0.72	0.74	0.76	0.78	0.83	0.85	0.86	0.87	0.88	0.90
t5560	0.90	0.89	0.88	0.89	0.90	0.92	0.93	0.93	0.93	0.93	0.93
t5561	0.93	0.93	0.94	0.94	0.94	0.94	0.94	0.94	0.93	0.93	0.93
t5562	0.93	0.93	0.93	0.91	0.91	0.92	0.91	0.90	0.88	0.85	0.82
t5563	0.77	0.71	0.63	0.51	0.38	0.39	0.38	0.28	0.23	0.29	0.38
t5564	0.55	0.70	0.82	0.90	0.92	0.91	0.92	0.02	0.01	0.01	0.01
t5565	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00
t5566	0.00	0.01	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.01	0.01
t5567	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.01
t5568	0.01	0.01	0.00	0.00	0.01	0.02	0.03	0.03	0.04	0.03	0.03
t5569	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.03
t5570	0.03	0.03	0.02	0.02	0.03	0.05	0.09	0.12	0.13	0.12	0.11
t5571	0.15	0.14	0.12	0.10	0.09	0.10	0.11	0.12	0.12	0.12	0.12
t5572	0.09	0.07	0.08	0.09	0.11	0.14	0.19	0.21	0.24	0.27	0.33
t5573	0.39	0.44	0.42	0.48	0.45	0.48	0.47	0.46	0.43	0.42	0.39
t5574	0.37	0.40	0.46	0.54	0.64	0.70	0.72	0.74	0.82	0.86	0.89
t5575	0.91	0.92	0.92	0.92	0.89	0.88	0.87	0.86	0.84	0.82	0.79
t5576	0.75	0.72	0.70	0.66	0.59	0.47	0.53	0.53	0.45	0.35	0.29
t5577	0.26	0.25	0.27	0.32	0.38	0.40	0.31	0.33	0.36	0.37	0.41
t5578	0.44	0.48	0.50	0.51	0.50	0.49	0.55	0.49	0.58	0.50	0.45
t5579	0.43	0.35	0.36	0.41	0.42	0.42	0.43	0.41	0.32	0.32	0.31
t5580	0.29	0.30	0.29	0.31	0.31	0.32	0.35	0.37	0.37	0.26	0.31
t5581	0.35	0.38	0.43	0.38	0.36	0.34	0.36	0.35	0.36	0.37	0.35
t5582	0.33	0.36	0.42	0.50	0.57	0.64	0.72	0.78	0.81	0.83	0.83
t5583	0.83	0.81	0.79	0.76	0.74	0.78	0.84	0.87	0.90	0.90	0.90
t5584	0.90	0.88	0.88	0.88	0.88	0.87	0.88	0.88	0.88	0.89	0.90
t5585	0.90	0.90	0.87	0.89	0.87	0.85	0.73	0.52	0.39	0.30	0.24
t5586	0.20	0.19	0.16	0.16	0.15	0.11	0.08	0.06	0.03	0.03	0.04
t5587	0.05	0.05	0.04	0.03	0.01	0.02	0.02	0.01	0.01	0.03	0.06
t5588	0.11	0.16	0.17	0.13	0.12	0.16	0.22	0.26	0.33	0.31	0.34
t5589	0.39	0.42	0.45	0.54	0.61	0.63	0.57	0.48	0.33	0.25	0.20
t5590	0.18	0.18	0.16	0.14	0.12	0.11	0.10	0.05	0.04	0.03	0.03
t5591	0.05	0.06	0.07	0.07	0.08	0.08	0.08	0.06	0.02	0.02	0.01
t5592	0.02	0.02	0.02	0.03	0.05	0.08	0.10	0.11	0.12	0.08	0.11
t5593	0.15	0.18	0.21	0.23	0.28	0.31	0.30	0.28	0.27	0.26	0.32
t5594	0.28	0.27	0.28	0.25	0.31	0.34	0.38	0.40	0.41	0.37	0.31
t5595	0.28	0.29	0.30	0.29	0.29	0.26	0.25	0.23	0.19	0.18	0.14
t5596	0.11	0.10	0.07	0.05	0.04	0.04	0.04	0.04	0.05	0.06	0.06
t5597	0.06	0.07	0.08	0.08	0.08	0.08	0.08	0.09	0.10	0.12	0.12
t5598	0.12	0.12	0.12	0.14	0.13	0.11	0.10	0.07	0.06	0.04	0.04
t5599	0.05	0.06	0.07	0.08	0.08	0.09	0.10	0.10	0.10	0.11	0.14
t5600	0.18	0.21	0.23	0.24	0.24	0.18	0.19	0.20	0.22	0.25	0.32
t5601	0.41	0.51	0.57	0.59	0.60	0.59	0.53	0.58	0.58	0.56	0.53
t5602	0.50	0.47	0.45	0.48	0.52	0.55	0.58	0.50	0.60	0.70	0.75
t5603	0.76	0.79	0.84	0.84	0.75	0.57	0.57	0.59	0.53	0.67	0.72
t5604	0.73	0.78	0.81	0.81	0.80	0.80	0.80	0.81	0.80	0.83	0.86
t5605	0.86	0.86	0.84	0.85	0.83	0.83	0.83	0.84	0.84	0.85	0.82
t5606	0.81	0.79	0.76	0.73	0.70	0.71	0.72	0.73	0.72	0.70	0.63
t5607	0.55	0.51	0.51	0.48	0.45	0.43	0.46	0.46	0.47	0.51	0.55
t5608	0.56	0.48	0.51	0.53	0.53	0.51	0.48	0.47	0.44	0.43	0.44
t5609	0.47	0.62	0.77	0.75	0.75	0.62	0.64	0.73	0.79	0.84	0.88
t5610	0.90	0.90	0.88	0.79	0.65	0.47	0.35	0.32	0.39	0.49	0.57
t5611	0.64	0.66	0.64	0.61	0.51	0.60	0.64	0.69	0.74	0.74	0.72
t5612	0.64	0.58	0.55	0.55	0.53	0.58	0.55	0.55	0.54	0.54	0.56
t5613	0.56	0.56	0.55	0.53	0.49	0.46	0.65	0.63	0.51	0.41	0.34
t5614	0.26	0.24	0.23	0.21	0.23	0.28	0.38	0.38	0.44	0.49	0.51
t5615	0.49	0.49	0.52	0.56	0.57	0.55	0.52	0.48	0.53	0.51	0.48
t5616	0.41	0.35	0.34	0.30	0.25	0.23	0.21	0.21	0.20	0.21	0.21
t5617	0.20	0.18	0.17	0.16	0.15	0.14	0.14	0.14	0.12	0.08	0.06
t5618	0.06	0.06	0.05	0.04	0.04	0.04	0.06	0.09	0.09	0.08	0.07
t5619	0.05	0.05	0.05	0.05	0.05	0.04	0.03	0.03	0.03	0.03	0.02
t5620	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.03	0.04	0.03
t5621	0.03	0.04	0.05	0.05	0.06	0.05	0.05	0.05	0.05	0.05	0.05
t5622	0.05	0.04	0.03	0.05	0.04	0.04	0.03	0.04	0.04	0.03	0.03
t5623	0.02	0.01	0.01	0.02	0.03	0.05	0.05	0.04	0.04	0.04	0.04
t5624	0.04	0.04	0.04	0.04	0.02	0.02	0.02	0.03	0.04	0.06	0.09
t5625	0.10	0.13	0.15	0.15	0.13	0.11	0.08	0.07	0.07	0.06	0.06
t5626	0.06	0.05	0.04	0.03	0.02	0.01	0.01	0.04	0.06	0.06	0.05
t5627	0.04	0.03	0.03	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01
t5628	0.01	0.03	0.04	0.05	0.06	0.07	0.08	0.09	0.06	0.07	0.07
t5629	0.07	0.07	0.08	0.06	0.06	0.06	0.05	0.04	0.03	0.02	0.02
t5630	0.02	0.03	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01
t5631	0.01	0.01	0.02	0.02	0.03	0.03	0.04	0.04	0.05	0.06	0.08
t5632	0.09	0.09	0.09	0.09	0.09	0.09	0.08	0.07	0.06	0.05	0.04
t5633	0.03	0.03	0.03	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.02
t5634	0.03	0.04	0.05	0.06	0.07	0.09	0.10	0.12	0.13	0.14	0.15
t5635	0.15	0.15	0.14	0.08	0.08	0.09	0.10	0.11	0.12	0.13	0.17
t5636	0.28	0.39	0.45	0.47	0.44	0.39	0.38	0.35	0.31	0.29	0.28
t5637	0.26	0.25	0.23	0.22	0.19	0.15	0.07	0.08	0.08	0.09	0.09
t5638	0.09	0.10	0.12	0.15	0.18	0.18	0.17	0.15	0.12	0.09	0.08
t5639	0.07	0.07	0.07	0.07	0.07	0.06	0.05	0.03	0.02	0.02	0.02
t5640	0.02	0.02	0.03	0.06	0.12	0.21	0.29	0.32	0.33	0.35	0.34
t5641	0.31	0.29	0.27	0.25	0.27	0.28	0.28	0.28	0.30	0.27	0.20
t5642	0.19	0.18	0.17	0.18	0.19	0.25	0.31	0.35	0.38	0.38	0.37
t5643	0.37	0.35	0.36	0.34	0.32	0.31	0.30	0.30	0.30	0.30	0.31
t5644	0.28	0.27	0.24	0.25	0.25	0.26	0.25	0.27	0.34	0.38	0.40
t5645	0.40	0.40	0.34	0.37	0.37	0.37	0.36	0.37	0.38	0.38	0.38
t5646	0.38	0.39	0.39	0.32	0.30	0.26	0.24	0.23	0.23	0.23	0.23
t5647	0.22	0.23	0.22	0.20	0.16	0.16	0.17	0.20	0.23	0.24	0.26
t5648	0.29	0.34	0.36	0.42	0.43	0.42	0.42	0.41	0.39	0.38	0.37
t5649	0.36	0.33	0.35	0.39	0.42	0.43	0.33	0.33	0.36	0.37	0.42
t5650	0.43	0.45	0.47	0.46	0.49	0.62	0.59	0.46	0.44	0.46	0.48
t5651	0.53	0.60	0.52	0.43	0.46	0.49	0.52	0.55	0.49	0.57	0.55
t5652	0.55	0.56	0.58	0.57	0.57	0.54	0.49	0.52	0.57	0.48	0.42
t5653	0.36	0.31	0.28	0.26	0.21	0.14	0.12	0.11	0.09	0.06	0.05
t5654	0.03	0.02	0.01	0.02	0.03	0.04	0.05	0.06	0.06	0.04	0.03
t5655	0.02	0.02	0.03	0.04	0.06	0.07	0.09	0.09	0.09	0.08	0.07
t5656	0.06	0.06	0.07	0.07	0.08	0.08	0.09	0.11	0.14	0.16	0.15
t5657	0.10	0.13	0.05	0.05	0.07	0.09	0.09	0.09	0.07	0.05	0.04
t5658	0.02	0.01	0.00	0.00	0.01	0.03	0.05	0.08	0.10	0.13	0.16
t5659	0.20	0.23	0.19	0.19	0.27	0.36	0.41	0.44	0.41	0.33	0.40
t5660	0.41	0.44	0.49	0.53	0.54	0.56	0.56	0.56	0.58	0.60	0.61
t5661	0.63	0.66	0.68	0.69	0.68	0.61	0.57	0.62	0.62	0.59	0.60
t5662	0.62	0.68	0.70	0.73	0.74	0.72	0.68	0.64	0.60	0.56	0.52
t5663	0.49	0.48	0.45	0.39	0.36	0.31	0.28	0.33	0.24	0.21	0.23
t5664	0.24	0.22	0.26	0.36	0.46	0.46	0.46	0.47	0.45	0.42	0.38
t5665	0.33	0.29	0.29	0.32	0.34	0.36	0.36	0.34	0.30	0.30	0.17
t5666	0.13	0.08	0.04	0.02	0.00	0.01	0.06	0.13	0.17	0.19	0.20
t5667	0.19	0.17	0.17	0.16	0.14	0.13	0.13	0.11	0.11	0.12	0.11
t5668	0.08	0.04	0.03	0.03	0.04	0.04	0.05	0.06	0.09	0.12	0.15
t5669	0.18	0.19	0.14	0.13	0.14	0.16	0.18	0.20	0.24	0.25	0.27
t5670	0.29	0.27	0.25	0.20	0.17	0.16	0.15	0.14	0.12	0.09	0.08
t5671	0.06	0.06	0.05	0.05	0.04	0.03	0.02	0.02	0.01	0.01	0.01
t5672	0.02	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.02	0.03
t5673	0.04	0.05	0.08	0.11	0.14	0.14	0.16	0.15	0.15	0.17	0.21
t5674	0.22	0.25	0.29	0.33	0.35	0.42	0.47	0.49	0.53	0.59	0.62
t5675	0.64	0.67	0.70	0.69	0.74	0.78	0.81	0.82	0.76	0.77	0.78
t5676	0.79	0.80	0.80	0.80	0.82	0.83	0.84	0.85	0.85	0.81	0.82
t5677	0.83	0.83	0.83	0.83	0.80	0.80	0.84	0.84	0.84	0.83	0.76
t5678	0.80	0.80	0.81	0.82	0.81	0.79	0.79	0.79	0.78	0.79	0.80
t5679	0.75	0.79	0.81	0.82	0.82	0.81	0.77	0.80	0.81	0.82	0.81
t5680	0.79	0.73	0.71	0.71	0.71	0.70	0.70	0.71	0.72	0.71	0.70
t5681	0.75	0.73	0.65	0.68	0.71	0.72	0.72	0.72	0.72	0.65	0.65
t5682	0.65	0.63	0.61	0.63	0.59	0.55	0.54	0.53	0.52	0.52	0.51
t5683	0.50	0.46	0.56	0.55	0.53	0.54	0.53	0.49	0.47	0.47	0.45
t5684	0.37	0.36	0.37	0.38	0.35	0.38	0.34	0.31	0.29	0.29	0.29
t5685	0.31	0.30	0.31	0.25	0.30	0.30	0.23	0.23	0.24	0.27	0.29
t5686	0.30	0.28	0.23	0.27	0.31	0.33	0.32	0.33	0.30	0.27	0.25
t5687	0.24	0.26	0.26	0.25	0.23	0.16	0.17	0.16	0.15	0.12	0.09
t5688	0.08	0.09	0.10	0.11	0.09	0.08	0.08	0.08	0.07	0.06	0.05
t5689	0.05	0.05	0.05	0.05	0.04	0.04	0.03	0.02	0.01	0.01	0.01
t5690	0.01	0.01	0.01	0.02	0.02	0.03	0.04	0.04	0.05	0.05	0.05
t5691	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.02	0.02
t5692	0.04	0.03	0.04	0.05	0.07	0.09	0.11	0.13	0.13	0.13	0.15
t5693	0.15	0.13	0.12	0.10	0.09	0.09	0.08	0.07	0.07	0.07	0.06
t5694	0.04	0.04	0.05	0.04	0.04	0.05	0.05	0.06	0.05	0.05	0.05
t5695	0.06	0.09	0.12	0.13	0.15	0.13	0.36	0.30	0.23	0.18	0.13
t5696	0.10	0.09	0.08	0.06	0.04	0.04	0.05	0.07	0.07	0.07	0.07
t5697	0.09	0.09	0.11	0.11	0.12	0.14	0.22	0.21	0.19	0.17	0.16
t5698	0.14	0.15	0.15	0.13	0.12	0.11	0.10	0.11	0.11	0.09	0.07
t5699	0.06	0.05	0.03	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01
t5700	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
t5701	0.01	0.01	0.02	0.02	0.02	0.03	0.04	0.07	0.11	0.14	0.17
t5702	0.18	0.17	0.16	0.15	0.13	0.12	0.11	0.10	0.08	0.05	0.05
t5703	0.07	0.09	0.13	0.15	0.16	0.20	0.20	0.13	0.13	0.13	0.13
t5704	0.14	0.23	0.22	0.21	0.21	0.23	0.25	0.30	0.35	0.39	0.47
t5705	0.44	0.55	0.68	0.82	0.86	0.88	0.89	0.89	0.88	0.85	0.78
t5706	0.70	0.65	0.61	0.60	0.57	0.58	0.61	0.62	0.62	0.64	0.66
t5707	0.68	0.71	0.72	0.78	0.67	0.70	0.66	0.71	0.75	0.74	0.74
t5708	0.76	0.73	0.71	0.70	0.71	0.75	0.75	0.72	0.66	0.62	0.57
t5709	0.47	0.35	0.27	0.27	0.26	0.24	0.16	0.17	0.16	0.17	0.15
t5710	0.12	0.10	0.07	0.07	0.07	0.07	0.07	0.07	0.06	0.05	0.05
t5711	0.04	0.04	0.04	0.04	0.03	0.02	0.03	0.02	0.01	0.01	0.01
t5712	0.01	0.01	0.02	0.02	0.03	0.04	0.06	0.09	0.11	0.13	0.14
t5713	0.15	0.15	0.17	0.19	0.21	0.23	0.23	0.21	0.17	0.23	0.25
t5714	0.32	0.39	0.40	0.40	0.39	0.36	0.37	0.42	0.45	0.46	0.44
t5715	0.39	0.38	0.35	0.33	0.30	0.27	0.23	0.20	0.17	0.13	0.09
t5716	0.06	0.04	0.02	0.02	0.02	0.01	0.01	0.02	0.04	0.08	0.14
t5717	0.18	0.20	0.24	0.26	0.28	0.32	0.34	0.34	0.31	0.31	0.29
t5718	0.26	0.21	0.17	0.13	0.12	0.10	0.09	0.08	0.07	0.06	0.06
t5719	0.10	0.13	0.15	0.15	0.13	0.12	0.11	0.11	0.10	0.10	0.10
t5720	0.10	0.10	0.08	0.07	0.07	0.06	0.05	0.05	0.04	0.03	0.03
t5721	0.04	0.05	0.08	0.11	0.12	0.13	0.11	0.11	0.10	0.10	0.09
t5722	0.09	0.10	0.10	0.09	0.05	0.04	0.03	0.04	0.04	0.04	0.04
t5723	0.04	0.04	0.05	0.06	0.08	0.08	0.09	0.09	0.07	0.08	0.08
t5724	0.08	0.08	0.08	0.08	0.08	0.06	0.04	0.03	0.03	0.02	0.02
t5725	0.02	0.02	0.03	0.04	0.07	0.07	0.07	0.11	0.15	0.14	0.11
t5726	0.10	0.10	0.09	0.09	0.10	0.09	0.09	0.09	0.07	0.07	0.07
t5727	0.05	0.05	0.05	0.06	0.09	0.13	0.18	0.16	0.14	0.12	0.10
t5728	0.10	0.09	0.06	0.04	0.04	0.04	0.04	0.03	0.02	0.01	0.01
t5729	0.01	0.01	0.02	0.02	0.03	0.05	0.07	0.10	0.13	0.13	0.16
t5730	0.17	0.20	0.24	0.30	0.32	0.33	0.34	0.33	0.33	0.32	0.32
t5731	0.33	0.36	0.38	0.39	0.41	0.40	0.39	0.44	0.42	0.35	0.26
t5732	0.23	0.24	0.24	0.23	0.23	0.22	0.22	0.19	0.15	0.15	0.15
t5733	0.16	0.20	0.25	0.37	0.48	0.62	0.79	0.85	0.87	0.87	0.84
t5734	0.83	0.81	0.74	0.62	0.50	0.39	0.34	0.31	0.32	0.33	0.33
t5735	0.33	0.30	0.28	0.25	0.19	0.15	0.12	0.12	0.14	0.12	0.10
t5736	0.08	0.07	0.05	0.04	0.03	0.02	0.01	0.01	0.01	0.03	0.04
t5737	0.07	0.09	0.10	0.11	0.12	0.13	0.13	0.11	0.09	0.11	0.12
t5738	0.15	0.17	0.18	0.18	0.17	0.13	0.11	0.12	0.16	0.20	0.23
t5739	0.28	0.26	0.25	0.25	0.28	0.30	0.32	0.32	0.27	0.20	0.10
t5740	0.09	0.05	0.06	0.06	0.07	0.09	0.09	0.09	0.08	0.08	0.05
t5741	0.02	0.01	0.01	0.02	0.05	0.07	0.10	0.10	0.09	0.08	0.05
t5742	0.02	0.01	0.02	0.03	0.05	0.05	0.05	0.07	0.08	0.09	0.08
t5743	0.10	0.09	0.09	0.13	0.25	0.25	0.25	0.25	0.25	0.26	0.26
t5744	0.26	0.25	0.20	0.26	0.25	0.32	0.25	0.19	0.17	0.16	0.13
t5745	0.09	0.07	0.11	0.20	0.32	0.38	0.37	0.42	0.46	0.45	0.41
t5746	0.44	0.50	0.52	0.47	0.46	0.31	0.30	0.25	0.17	0.14	0.07
t5747	0.04	0.03	0.01	0.01	0.03	0.06	0.10	0.12	0.18	0.18	0.19
t5748	0.21	0.17	0.15	0.14	0.13	0.10	0.05	0.04	0.04	0.05	0.05
t5749	0.05	0.03	0.02	0.02	0.04	0.05	0.08	0.11	0.13	0.16	0.12
t5750	0.14	0.18	0.23	0.23	0.24	0.24	0.21	0.14	0.06	0.04	0.04
t5751	0.11	0.16	0.14	0.10	0.08	0.07	0.06	0.04	0.02	0.02	0.01
t5752	0.02	0.02	0.03	0.06	0.10	0.14	0.17	0.22	0.28	0.28	0.23
t5753	0.22	0.26	0.33	0.34	0.35	0.37	0.40	0.43	0.46	0.52	0.56
t5754	0.55	0.51	0.48	0.51	0.49	0.48	0.48	0.49	0.48	0.46	0.42
t5755	0.37	0.35	0.24	0.25	0.26	0.35	0.47	0.55	0.55	0.52	0.50
t5756	0.51	0.52	0.55	0.58	0.58	0.53	0.52	0.50	0.47	0.45	0.45
t5757	0.45	0.45	0.40	0.35	0.22	0.20	0.21	0.22	0.26	0.29	0.28
t5758	0.23	0.20	0.19	0.22	0.29	0.34	0.35	0.31	0.29	0.27	0.27
t5759	0.26	0.25	0.23	0.24	0.20	0.14	0.09	0.08	0.09	0.10	0.10
t5760	0.10	0.09	0.07	0.05	0.05	0.07	0.12	0.16	0.18	0.22	0.19
t5761	0.19	0.20	0.20	0.19	0.19	0.19	0.18	0.17	0.18	0.17	0.15
t5762	0.15	0.11	0.09	0.07	0.05	0.04	0.05	0.06	0.11	0.18	0.23
t5763	0.22	0.25	0.25	0.29	0.44	0.57	0.67	0.70	0.67	0.71	0.72
t5764	0.66	0.60	0.59	0.56	0.56	0.56	0.56	0.56	0.51	0.46	0.36
t5765	0.27	0.27	0.31	0.32	0.30	0.29	0.28	0.27	0.25	0.22	0.23
t5766	0.19	0.16	0.16	0.19	0.20	0.19	0.15	0.12	0.08	0.06	0.05
t5767	0.03	0.01	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.01	0.01
t5768	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.02	0.03	0.04	0.06
t5769	0.07	0.07	0.07	0.07	0.06	0.05	0.06	0.05	0.03	0.02	0.01
t5770	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01
t5771	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02
t5772	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.02
t5773	0.03	0.04	0.04	0.05	0.05	0.06	0.04	0.03	0.01	0.01	0.00
t5774	0.01	0.03	0.06	0.08	0.10	0.12	0.14	0.15	0.12	0.15	0.24
t5775	0.40	0.52	0.51	0.51	0.46	0.42	0.34	0.21	0.16	0.14	0.14
t5776	0.16	0.19	0.20	0.20	0.20	0.21	0.23	0.25	0.25	0.24	0.15
t5777	0.14	0.15	0.14	0.15	0.15	0.12	0.08	0.05	0.03	0.01	0.01
t5778	0.03	0.04	0.04	0.05	0.06	0.07	0.07	0.07	0.06	0.05	0.04
t5779	0.03	0.02	0.02	0.02	0.03	0.04	0.07	0.10	0.13	0.17	0.23
t5780	0.25	0.22	0.21	0.20	0.21	0.18	0.19	0.14	0.10	0.08	0.05
t5781	0.04	0.05	0.07	0.06	0.04	0.03	0.02	0.01	0.01	0.01	0.01
t5782	0.01	0.01	0.00	0.00	0.01	0.01	0.03	0.06	0.12	0.20	0.25
